timestamp,result
30-09-2025 18:39,OK
30-09-2025 18:40,NG
30-09-2025 18:40,OK
30-09-2025 18:41,OK
30-09-2025 18:41,OK
30-09-2025 18:42,OK
30-09-2025 18:42,NG
30-09-2025 18:43,NG
30-09-2025 18:43,OK
30-09-2025 18:44,OK
